Product_Id,Product_Weight,Product_Sugar_Content,Product_Allocated_Area,Product_Type,Product_MRP,Store_Id,Store_Establishment_Year,Store_Size,Store_Location_City_Type,Store_Type,Product_Store_Sales_Total
2110,16.56,2,0.096,6,185.24,2,1999,1,0,0,5117.37
1729,17.15,2,0.019,6,142.09,2,1999,1,0,0,4367.62
5814,15.93,0,0.014,3,172.22,0,1987,0,1,2,4709.12
1987,12.21,0,0.129,6,142.19,3,2009,1,1,3,3254.38
1481,10.99,2,0.028,3,186.74,3,2009,1,1,3,3889.56
2857,12.08,0,0.061,5,153.26,3,2009,1,1,3,3452.34
4223,14.65,2,0.22,4,174.5,2,1999,1,0,0,4467.73
8388,12.59,1,0.193,9,153.95,3,2009,1,1,3,3580.69
6889,16.36,0,0.078,6,156.11,2,1999,1,0,0,4477.4
2041,11.76,2,0.13,13,172.43,3,2009,1,1,3,3771.5
3873,12.08,0,0.042,4,179.07,2,1999,1,0,0,5572.72
2184,12.23,2,0.019,6,145.37,3,2009,1,1,3,3323.56
1123,11.99,2,0.091,6,163.82,3,2009,1,1,3,3647.44
370,15.21,0,0.044,14,177.95,0,1987,0,1,2,4662.98
8485,9.0,1,0.03,8,31.0,1,1998,2,2,1,253.53
7030,12.41,0,0.076,10,128.87,3,2009,1,1,3,3025.94
2004,12.4,0,0.021,3,153.16,3,2009,1,1,3,3522.31
2139,16.9,0,0.28,0,179.19,2,1999,1,0,0,5072.25
4628,14.03,0,0.089,13,127.42,2,1999,1,0,0,5588.8
7833,12.07,1,0.045,8,151.82,3,2009,1,1,3,3419.12
304,8.29,0,0.144,14,130.89,1,1998,2,2,1,2137.39
4975,14.41,2,0.084,4,124.18,3,2009,1,1,3,3383.14
3208,13.93,2,0.006,13,155.02,3,2009,1,1,3,4646.23
7980,15.57,1,0.091,8,205.73,2,1999,1,0,0,4982.49
163,13.54,2,0.015,14,134.74,3,2009,1,1,3,3403.3
3538,9.86,2,0.057,5,102.3,2,1999,1,0,0,5174.91
2465,14.34,0,0.16,6,162.53,2,1999,1,0,0,6111.13
8438,11.68,1,0.045,9,114.64,3,2009,1,1,3,2571.51
3132,15.32,2,0.056,10,152.49,0,1987,0,1,2,4168.32
1033,10.74,0,0.128,3,132.21,3,2009,1,1,3,2716.76
4771,15.23,0,0.042,5,140.48,3,2009,1,1,3,3902.6
7906,12.2,1,0.1,9,147.08,3,2009,1,1,3,3352.73
6578,8.18,0,0.104,13,108.67,1,1998,2,2,1,1658.65
5094,13.46,0,0.092,4,193.75,0,1987,0,1,2,4592.18
3164,15.15,2,0.049,5,143.08,3,2009,1,1,3,3936.82
7067,15.58,2,0.148,0,155.8,2,1999,1,0,0,4294.9
3459,13.67,2,0.036,5,134.98,3,2009,1,1,3,3437.5
1949,17.03,0,0.034,0,212.33,2,1999,1,0,0,5777.8
4753,12.49,2,0.077,6,138.54,3,2009,1,1,3,3243.32
5482,13.37,0,0.026,13,153.06,3,2009,1,1,3,3739.69
5293,12.89,2,0.067,6,116.78,3,2009,1,1,3,2888.83
7117,15.35,0,0.029,5,192.99,2,1999,1,0,0,5003.72
3573,12.58,0,0.023,0,114.69,3,2009,1,1,3,2774.86
2960,14.21,2,0.176,4,144.38,3,2009,1,1,3,3751.48
8303,9.96,1,0.038,11,140.95,3,2009,1,1,3,2720.64
1018,14.33,0,0.013,0,138.85,3,2009,1,1,3,3663.97
3306,14.8,0,0.11,6,180.39,0,1987,0,1,2,4622.12
1255,14.99,0,0.042,6,160.1,2,1999,1,0,0,4249.88
5237,15.3,0,0.126,10,209.54,2,1999,1,0,0,5330.33
7295,12.84,1,0.032,9,138.72,3,2009,1,1,3,3325.48
5371,10.79,2,0.078,13,120.9,0,1987,0,1,2,2497.79
3071,10.72,0,0.05,13,119.37,0,1987,0,1,2,2449.82
6658,12.89,0,0.061,0,174.88,0,1987,0,1,2,4075.95
6854,11.82,0,0.152,13,123.64,3,2009,1,1,3,2787.21
2760,13.44,0,0.032,4,180.62,2,1999,1,0,0,4318.12
204,12.18,0,0.061,14,154.25,3,2009,1,1,3,3494.03
2,9.88,0,0.123,14,130.54,0,1987,0,1,2,2490.3
536,9.76,0,0.014,14,135.3,3,2009,1,1,3,2559.69
3957,10.76,0,0.08,6,135.64,3,2009,1,1,3,2793.29
7760,14.64,1,0.05,8,176.55,1,1998,2,2,1,478.24
2381,14.02,2,0.035,4,131.93,3,2009,1,1,3,3453.19
1938,12.23,2,0.136,1,117.44,3,2009,1,1,3,2752.95
6263,12.49,0,0.027,0,130.06,3,2009,1,1,3,3069.39
2160,13.73,0,0.064,4,131.79,3,2009,1,1,3,3384.47
6224,8.61,2,0.046,5,132.15,1,1998,2,2,1,2234.91
8066,15.37,1,0.04,11,120.78,3,2009,1,1,3,3531.01
3940,15.87,0,0.006,5,142.35,0,1987,0,1,2,4083.6
1017,10.72,0,0.045,4,130.79,1,1998,2,2,1,1276.0
6750,9.69,0,0.104,13,100.79,1,1998,2,2,1,1838.22
7415,12.89,1,0.021,8,158.2,3,2009,1,1,3,3735.98
7353,11.84,1,0.122,11,140.23,3,2009,1,1,3,3129.85
5797,7.12,2,0.009,4,57.41,1,1998,2,2,1,368.72
4225,17.53,0,0.163,0,240.4,2,1999,1,0,0,6466.54
7440,11.76,1,0.075,8,158.08,3,2009,1,1,3,3476.86
5495,10.47,2,0.01,3,130.16,3,2009,1,1,3,2614.32
2175,13.75,2,0.079,15,114.59,3,2009,1,1,3,3036.96
1365,16.33,0,0.052,3,167.31,2,1999,1,0,0,5696.17
6473,11.53,0,0.082,0,144.04,3,2009,1,1,3,3137.88
6898,14.64,2,0.042,6,151.58,3,2009,1,1,3,3994.4
7524,12.97,1,0.025,9,114.48,3,2009,1,1,3,2858.59
3210,11.0,0,0.053,3,135.31,3,2009,1,1,3,2839.28
7403,14.72,1,0.099,8,176.1,0,1987,0,1,2,4514.76
3112,12.65,0,0.072,6,187.61,2,1999,1,0,0,4283.89
7310,12.9,1,0.025,8,76.23,1,1998,2,2,1,2061.04
1757,12.98,0,0.021,10,124.86,3,2009,1,1,3,3073.1
6253,11.57,0,0.116,4,131.07,3,2009,1,1,3,2880.87
8633,11.37,1,0.133,9,111.2,0,1987,0,1,2,2431.34
5647,12.39,2,0.116,4,128.98,3,2009,1,1,3,3023.57
5917,13.77,0,0.024,6,153.21,3,2009,1,1,3,3831.27
4874,13.16,0,0.061,13,185.32,2,1999,1,0,0,4351.5
3904,12.74,2,0.048,1,162.51,3,2009,1,1,3,3790.61
7909,13.73,1,0.031,8,171.24,0,1987,0,1,2,4192.94
3048,12.17,0,0.026,6,131.74,3,2009,1,1,3,3031.43
4629,11.99,0,0.049,1,121.01,3,2009,1,1,3,2770.65
3024,13.62,0,0.036,6,196.11,0,1987,0,1,2,4676.22
8411,16.92,1,0.015,8,220.66,2,1999,1,0,0,5925.17
222,13.86,0,0.061,14,152.03,3,2009,1,1,3,3827.48
1332,11.38,0,0.089,0,134.69,1,1998,2,2,1,1272.32
4054,9.45,0,0.057,5,102.98,1,1998,2,2,1,1828.81
1239,14.75,0,0.076,13,187.48,0,1987,0,1,2,4754.73
6444,14.55,2,0.009,6,179.65,0,1987,0,1,2,4549.13
331,14.11,0,0.129,14,183.29,0,1987,0,1,2,4525.07
525,10.37,2,0.06,14,105.52,1,1998,2,2,1,2088.56
8488,11.51,1,0.064,8,161.13,3,2009,1,1,3,3483.35
8617,14.3,1,0.023,9,126.98,3,2009,1,1,3,3414.86
3127,10.32,0,0.14,6,163.29,3,2009,1,1,3,3257.9
741,9.75,0,0.116,4,117.8,1,1998,2,2,1,2200.33
1994,12.09,0,0.018,13,111.35,3,2009,1,1,3,2596.93
3718,12.22,2,0.148,0,126.41,3,2009,1,1,3,2934.49
3585,16.66,2,0.082,6,239.49,2,1999,1,0,0,6250.67
273,13.43,0,0.185,14,129.18,3,2009,1,1,3,3262.67
8613,11.41,1,0.071,8,120.3,3,2009,1,1,3,2624.84
5770,10.6,0,0.12,15,120.41,0,1987,0,1,2,2445.43
4375,13.02,2,0.009,0,126.55,3,2009,1,1,3,3116.97
81,12.8,2,0.068,14,164.3,3,2009,1,1,3,3839.36
3526,16.09,2,0.058,13,229.63,2,1999,1,0,0,5919.69
6737,12.95,2,0.032,2,106.82,3,2009,1,1,3,2698.74
1028,11.21,2,0.021,13,123.32,3,2009,1,1,3,2642.31
2634,16.14,2,0.028,6,129.92,3,2009,1,1,3,3891.48
6950,13.49,2,0.051,3,121.63,3,2009,1,1,3,3123.54
6926,13.91,0,0.022,6,132.72,3,2009,1,1,3,3445.66
3694,16.83,0,0.051,4,173.25,2,1999,1,0,0,4933.98
8330,11.41,1,0.028,11,116.59,3,2009,1,1,3,2548.46
7811,13.62,1,0.064,9,173.0,2,1999,1,0,0,4203.82
1779,15.53,0,0.024,0,184.27,0,1987,0,1,2,4866.29
6793,10.74,2,0.022,13,135.31,3,2009,1,1,3,2780.41
8569,14.8,1,0.061,9,174.32,2,1999,1,0,0,4497.83
1782,13.06,0,0.026,5,161.47,3,2009,1,1,3,3840.28
2589,12.19,0,0.137,13,140.54,3,2009,1,1,3,3214.91
7314,16.8,1,0.029,8,179.01,2,1999,1,0,0,5044.51
7183,10.34,0,0.052,4,163.11,3,2009,1,1,3,3885.82
3600,11.58,0,0.038,6,143.92,3,2009,1,1,3,3146.56
945,17.5,2,0.106,6,171.36,2,1999,1,0,0,5047.14
3079,11.48,2,0.073,3,143.69,3,2009,1,1,3,3119.44
5511,16.0,0,0.048,1,177.06,0,1987,0,1,2,4824.37
6816,6.82,0,0.063,3,112.74,1,1998,2,2,1,1434.51
6672,16.82,0,0.113,4,140.14,2,1999,1,0,0,4253.75
5245,9.56,2,0.045,10,129.4,0,1987,0,1,2,2393.83
4922,10.04,0,0.038,2,159.94,3,2009,1,1,3,3126.22
3748,16.39,0,0.072,13,175.0,2,1999,1,0,0,4869.43
1561,9.13,2,0.03,10,81.96,1,1998,2,2,1,1324.74
7847,12.57,1,0.102,8,219.33,0,1987,0,1,2,4914.36
1945,12.55,0,0.033,5,145.81,3,2009,1,1,3,3404.93
5782,17.66,2,0.116,1,175.58,2,1999,1,0,0,5169.39
7628,15.21,1,0.008,9,127.08,3,2009,1,1,3,3622.81
5781,11.37,0,0.07,13,120.33,3,2009,1,1,3,2616.62
4369,15.27,2,0.038,0,168.12,2,1999,1,0,0,4475.83
8621,11.23,1,0.065,8,175.35,3,2009,1,1,3,3710.49
7745,11.26,1,0.126,9,100.62,1,1998,2,2,1,2189.46
6053,15.41,0,0.116,4,181.24,0,1987,0,1,2,4776.76
7307,10.55,1,0.179,9,96.39,1,1998,2,2,1,1941.0
1068,14.78,2,0.083,13,160.61,2,1999,1,0,0,4211.6
3104,10.15,0,0.032,6,135.64,3,2009,1,1,3,2653.52
8205,13.95,1,0.141,8,136.71,3,2009,1,1,3,3534.48
4965,14.12,0,0.099,0,126.73,3,2009,1,1,3,3369.64
1925,15.23,0,0.089,13,196.51,2,1999,1,0,0,5047.06
8027,13.29,1,0.055,9,192.75,0,1987,0,1,2,4532.72
1943,14.56,0,0.041,4,173.87,2,1999,1,0,0,4433.58
2844,12.77,0,0.08,6,113.63,3,2009,1,1,3,2797.44
4927,14.92,0,0.057,4,161.57,2,1999,1,0,0,4263.41
4200,12.62,0,0.055,10,149.6,3,2009,1,1,3,3497.55
7321,15.56,1,0.117,9,203.69,2,1999,1,0,0,5269.61
7142,10.82,0,0.035,0,150.24,3,2009,1,1,3,3105.23
5869,14.05,2,0.113,4,140.02,3,2009,1,1,3,3625.22
8570,10.32,1,0.09,9,151.9,3,2009,1,1,3,3026.48
5903,17.42,0,0.092,5,156.15,2,1999,1,0,0,4717.42
6238,10.24,0,0.016,10,169.41,3,2009,1,1,3,3365.07
6947,15.19,0,0.017,4,174.23,0,1987,0,1,2,4584.3
2222,11.18,2,0.076,4,154.45,3,2009,1,1,3,3272.91
6101,9.81,2,0.129,4,92.15,1,1998,2,2,1,1687.0
4982,14.7,0,0.103,12,148.61,3,2009,1,1,3,3948.31
5965,12.17,0,0.057,3,132.28,3,2009,1,1,3,3041.4
1866,14.58,0,0.128,6,149.01,3,2009,1,1,3,3929.59
2867,11.88,2,0.076,4,198.5,2,1999,1,0,0,4331.81
4495,7.39,0,0.012,6,113.4,1,1998,2,2,1,1576.61
2856,12.18,2,0.12,13,125.96,3,2009,1,1,3,2916.01
5070,12.66,0,0.036,1,145.71,3,2009,1,1,3,3426.9
5945,13.71,2,0.092,13,180.21,2,1999,1,0,0,4371.51
1261,12.83,0,0.03,3,95.15,0,1987,0,1,2,2431.56
1269,13.28,0,0.032,6,132.4,3,2009,1,1,3,3296.28
669,12.42,0,0.081,14,142.88,3,2009,1,1,3,3316.42
3628,15.13,2,0.125,10,203.55,2,1999,1,0,0,5168.94
5887,11.51,0,0.052,6,147.13,3,2009,1,1,3,3196.75
4319,10.88,2,0.031,10,138.9,3,2009,1,1,3,2886.87
6974,14.54,2,0.162,0,191.76,0,1987,0,1,2,4795.43
8582,8.86,1,0.099,9,129.0,1,1998,2,2,1,2227.51
4236,13.47,2,0.017,6,102.19,3,2009,1,1,3,2720.11
3394,15.1,0,0.292,6,151.74,0,1987,0,1,2,4102.13
626,11.03,0,0.093,14,132.08,3,2009,1,1,3,2780.72
4052,10.31,0,0.017,6,153.91,3,2009,1,1,3,2082.23
1385,13.4,0,0.088,5,148.79,3,2009,1,1,3,3658.4
3705,14.82,0,0.054,6,152.24,0,1987,0,1,2,4049.84
8683,11.17,1,0.044,9,122.37,3,2009,1,1,3,2613.04
4503,13.47,0,0.184,6,154.78,3,2009,1,1,3,3796.93
3884,14.84,2,0.054,0,112.86,3,2009,1,1,3,3155.42
5889,14.92,2,0.067,3,187.06,0,1987,0,1,2,4784.89
8106,10.76,1,0.052,9,189.07,3,2009,1,1,3,3886.43
8156,15.39,1,0.006,11,179.95,0,1987,0,1,2,4744.98
6699,12.51,0,0.118,15,173.4,3,2009,1,1,3,3959.66
4969,10.59,0,0.119,10,72.59,1,1998,2,2,1,1463.98
3998,11.4,0,0.047,13,101.58,1,1998,2,2,1,2240.26
1665,8.25,0,0.123,4,100.0,1,1998,2,2,1,1495.15
6999,14.48,2,0.019,10,158.6,0,1987,0,1,2,4117.33
1026,12.24,0,0.089,10,181.93,0,1987,0,1,2,2764.46
7235,11.3,0,0.174,6,121.44,3,2009,1,1,3,1578.54
919,11.07,2,0.14,13,132.45,3,2009,1,1,3,2796.66
4875,17.77,0,0.113,5,191.63,2,1999,1,0,0,5522.96
5262,9.89,2,0.012,0,131.75,3,2009,1,1,3,2515.9
3692,17.46,0,0.121,6,230.51,2,1999,1,0,0,6248.81
8757,12.59,1,0.02,11,146.65,3,2009,1,1,3,3430.89
8576,11.83,1,0.096,11,182.95,0,1987,0,1,2,4001.93
4623,15.64,0,0.016,5,155.88,2,1999,1,0,0,4310.03
1615,10.84,0,0.023,0,116.45,0,1987,0,1,2,2440.97
2091,10.65,0,0.046,5,160.56,3,2009,1,1,3,3276.31
2344,11.62,0,0.082,13,139.95,3,2009,1,1,3,3074.3
190,9.68,0,0.018,7,153.33,3,2009,1,1,3,2909.71
354,10.23,0,0.123,7,182.45,3,2009,1,1,3,3631.17
6791,12.93,0,0.026,6,144.85,3,2009,1,1,3,3472.09
3684,10.56,0,0.184,5,159.22,3,2009,1,1,3,3229.35
1212,11.51,2,0.044,6,128.68,3,2009,1,1,3,2818.86
6065,15.66,2,0.044,0,134.56,3,2009,1,1,3,3878.79
438,11.15,0,0.14,7,126.41,3,2009,1,1,3,2692.57
957,14.35,0,0.044,4,166.92,2,1999,1,0,0,4243.8
4334,13.3,0,0.034,6,98.5,3,2009,1,1,3,2607.08
6621,14.96,0,0.09,4,139.19,3,2009,1,1,3,3814.83
2334,13.19,0,0.235,13,141.68,3,2009,1,1,3,3464.61
2055,14.38,0,0.119,3,131.19,2,1999,1,0,0,5811.24
3319,14.37,2,0.076,5,173.74,2,1999,1,0,0,4388.63
8639,14.16,1,0.102,9,172.4,2,1999,1,0,0,4312.33
311,11.05,0,0.112,14,120.27,3,2009,1,1,3,2543.44
3249,11.67,2,0.033,5,124.51,3,2009,1,1,3,2769.42
7869,14.98,1,0.14,9,187.98,0,1987,0,1,2,4817.14
6044,12.79,2,0.045,3,152.02,3,2009,1,1,3,3586.82
313,11.94,0,0.067,14,175.92,3,2009,1,1,3,3883.52
355,12.41,2,0.026,7,118.27,3,2009,1,1,3,2809.7
8667,14.82,1,0.142,8,158.87,0,1987,0,1,2,4185.56
7634,16.41,1,0.105,9,206.79,2,1999,1,0,0,5524.65
4551,11.87,0,0.025,0,113.36,3,2009,1,1,3,2586.88
2664,9.35,0,0.174,10,137.23,3,2009,1,1,3,2506.34
6556,10.03,0,0.047,4,140.57,3,2009,1,1,3,2728.83
4123,13.33,0,0.015,13,147.52,3,2009,1,1,3,2923.53
1095,11.28,2,0.03,5,149.32,1,1998,2,2,1,680.56
8592,15.46,1,0.026,9,171.83,0,1987,0,1,2,4595.77
99,13.87,0,0.1,14,178.64,2,1999,1,0,0,4374.74
2659,10.58,0,0.016,6,144.73,3,2009,1,1,3,2938.62
4454,10.7,0,0.041,0,160.61,3,2009,1,1,3,3289.27
7005,14.1,2,0.031,10,155.49,3,2009,1,1,3,3953.57
3192,11.71,0,0.085,4,151.65,3,2009,1,1,3,3333.79
5812,10.88,0,0.063,3,143.66,3,2009,1,1,3,2983.87
5891,13.92,0,0.057,13,185.58,0,1987,0,1,2,4528.95
2363,14.62,2,0.027,13,162.41,2,1999,1,0,0,4211.49
1621,11.89,0,0.111,4,172.07,3,2009,1,1,3,3793.27
6180,12.22,0,0.034,5,130.54,3,2009,1,1,3,3019.09
4871,13.26,2,0.191,6,148.31,3,2009,1,1,3,3615.84
587,11.13,0,0.053,14,124.54,3,2009,1,1,3,2649.25
8367,11.89,1,0.03,8,122.19,3,2009,1,1,3,2771.67
6358,16.34,2,0.112,6,184.46,2,1999,1,0,0,5051.69
3891,13.54,2,0.076,1,210.34,0,1987,0,1,2,4948.7
1772,14.08,0,0.077,5,128.96,3,2009,1,1,3,3405.24
384,13.42,0,0.054,14,144.38,2,1999,1,0,0,6636.3
4474,13.86,0,0.039,3,146.29,3,2009,1,1,3,3710.2
2626,8.18,0,0.021,13,118.86,1,1998,2,2,1,1866.43
3207,11.2,0,0.104,6,143.69,3,2009,1,1,3,3055.59
845,10.29,0,0.047,6,101.5,1,1998,2,2,1,1988.53
1412,11.53,2,0.2,5,154.69,3,2009,1,1,3,3356.56
6370,12.4,0,0.041,0,141.18,3,2009,1,1,3,3275.98
670,8.68,0,0.111,7,116.3,1,1998,2,2,1,1927.01
810,11.24,2,0.071,5,153.15,3,2009,1,1,3,3258.06
5921,11.45,0,0.039,10,125.43,3,2009,1,1,3,2738.39
5308,12.15,0,0.055,13,144.7,3,2009,1,1,3,3292.92
4031,12.55,0,0.019,1,150.82,3,2009,1,1,3,3508.49
4726,13.83,2,0.025,13,143.46,3,2009,1,1,3,3647.05
1715,6.99,2,0.023,6,90.88,1,1998,2,2,1,1025.01
8466,10.48,1,0.021,9,92.45,1,1998,2,2,1,1845.4
5768,14.31,0,0.161,6,110.16,3,2009,1,1,3,3073.8
8092,13.12,1,0.036,11,149.56,3,2009,1,1,3,3610.09
8755,18.39,1,0.074,9,179.17,2,1999,1,0,0,5408.3
4608,11.98,0,0.052,5,141.31,3,2009,1,1,3,3183.95
4940,13.62,2,0.113,0,114.03,3,2009,1,1,3,2997.47
243,11.57,0,0.136,14,155.25,3,2009,1,1,3,3375.97
1194,15.67,2,0.078,4,145.48,0,1987,0,1,2,4102.38
8506,10.71,1,0.028,8,118.86,0,1987,0,1,2,2438.27
6539,11.88,2,0.062,6,123.43,3,2009,1,1,3,2794.64
4315,10.69,0,0.127,0,115.27,0,1987,0,1,2,2360.83
7068,13.13,0,0.01,3,152.0,3,2009,1,1,3,3663.65
7143,15.11,0,0.185,6,123.26,3,2009,1,1,3,3522.3
5378,13.62,0,0.035,13,173.85,2,1999,1,0,0,4221.53
3493,11.03,0,0.058,6,166.44,3,2009,1,1,3,3482.94
7377,14.69,1,0.037,8,158.44,0,1987,0,1,2,4147.71
5161,15.23,2,0.167,13,133.2,3,2009,1,1,3,3752.66
6219,11.84,0,0.108,5,211.87,0,1987,0,1,2,4595.28
2047,16.11,0,0.039,3,183.43,2,1999,1,0,0,4980.03
7543,13.12,1,0.038,9,148.43,3,2009,1,1,3,3587.48
4505,12.64,0,0.021,15,172.89,3,2009,1,1,3,2898.86
8449,13.25,1,0.14,8,180.9,2,1999,1,0,0,4281.47
2893,8.97,0,0.094,0,67.06,1,1998,2,2,1,985.73
4179,13.92,0,0.074,3,180.0,2,1999,1,0,0,4414.4
8309,9.75,1,0.152,8,132.28,0,1987,0,1,2,2494.49
5200,13.44,0,0.039,0,187.76,2,1999,1,0,0,4465.02
5806,11.88,2,0.07,13,130.83,3,2009,1,1,3,2947.02
4815,13.28,2,0.029,5,163.0,3,2009,1,1,3,3922.5
5046,9.89,0,0.104,4,113.13,1,1998,2,2,1,2135.44
3751,14.39,2,0.043,10,110.8,3,2009,1,1,3,3103.47
8511,11.94,1,0.08,9,143.98,3,2009,1,1,3,3230.48
5517,13.23,0,0.03,13,154.73,3,2009,1,1,3,3740.75
3930,12.86,0,0.186,6,154.02,3,2009,1,1,3,3643.07
8374,10.78,1,0.114,11,164.09,3,2009,1,1,3,3378.17
6487,11.07,0,0.066,4,87.06,1,1998,2,2,1,1869.01
8071,11.19,1,0.049,9,95.12,1,1998,2,2,1,2059.89
2761,11.27,0,0.014,0,146.13,3,2009,1,1,3,3122.95
5908,13.6,0,0.082,5,159.22,3,2009,1,1,3,3916.47
6925,12.05,0,0.032,4,131.9,3,2009,1,1,3,3006.57
7098,15.72,0,0.042,10,170.4,0,1987,0,1,2,4625.38
571,11.09,0,0.052,14,149.17,3,2009,1,1,3,3144.5
848,15.56,0,0.075,5,157.89,2,1999,1,0,0,4331.94
104,13.33,0,0.009,14,143.06,3,2009,1,1,3,3525.5
6740,13.49,2,0.03,13,156.83,3,2009,1,1,3,3841.97
4844,16.76,0,0.081,15,169.25,2,1999,1,0,0,4836.45
84,10.18,3,0.152,14,144.85,3,2009,1,1,3,2849.82
8253,13.18,1,0.175,8,100.1,3,2009,1,1,3,4263.26
5817,12.39,0,0.034,1,143.74,3,2009,1,1,3,3327.51
7891,13.15,1,0.113,8,141.61,3,2009,1,1,3,3453.75
8222,13.24,1,0.074,9,142.7,3,2009,1,1,3,3496.38
5319,12.12,2,0.076,5,112.44,3,2009,1,1,3,2625.78
6615,13.04,0,0.019,4,107.5,3,2009,1,1,3,2731.45
4270,12.38,0,0.071,5,136.45,3,2009,1,1,3,3175.4
1335,13.54,2,0.081,6,153.27,3,2009,1,1,3,3780.33
6501,10.96,0,0.07,6,135.63,3,2009,1,1,3,2837.8
85,10.81,0,0.089,14,82.99,1,1998,2,2,1,1727.25
8707,14.57,1,0.049,9,142.88,3,2009,1,1,3,3802.73
3908,13.45,2,0.092,6,169.24,0,1987,0,1,2,4087.34
8351,12.15,1,0.012,8,128.65,3,2009,1,1,3,2962.87
6192,8.66,0,0.052,4,99.31,1,1998,2,2,1,1575.43
8285,10.13,1,0.015,9,135.17,3,2009,1,1,3,2639.89
648,10.52,0,0.058,7,132.88,3,2009,1,1,3,2682.74
2884,14.07,0,0.046,4,199.61,0,1987,0,1,2,4848.94
697,11.41,0,0.029,7,136.83,3,2009,1,1,3,2963.88
5727,8.3,0,0.041,3,88.82,1,1998,2,2,1,1279.42
5385,13.01,0,0.121,13,166.37,3,2009,1,1,3,3930.17
2295,12.31,0,0.086,4,137.47,3,2009,1,1,3,3179.34
557,12.85,2,0.023,14,135.02,3,2009,1,1,3,3251.48
6763,13.28,0,0.061,3,175.71,0,1987,0,1,2,4182.02
4167,12.6,2,0.025,5,137.95,3,2009,1,1,3,4586.4
6267,11.27,0,0.081,13,144.13,3,2009,1,1,3,3082.59
4667,16.01,0,0.105,10,148.16,2,1999,1,0,0,4235.57
1065,13.03,0,0.151,1,129.73,3,2009,1,1,3,3183.78
1163,12.75,0,0.036,13,166.65,3,2009,1,1,3,3876.76
799,15.36,2,0.113,3,114.93,3,2009,1,1,3,4422.47
944,13.1,0,0.007,4,176.31,0,1987,0,1,2,4153.02
379,16.04,0,0.051,14,200.74,2,1999,1,0,0,5317.02
91,11.12,0,0.16,14,90.55,1,1998,2,2,1,1951.66
5170,14.31,0,0.031,13,173.3,2,1999,1,0,0,4365.89
82,10.78,0,0.154,7,106.5,1,1998,2,2,1,2200.21
4131,8.61,3,0.013,5,82.74,1,1998,2,2,1,1223.9
7027,12.26,0,0.128,6,146.47,3,2009,1,1,3,3352.24
6160,10.49,0,0.016,13,142.38,3,2009,1,1,3,2868.18
3462,9.55,0,0.108,3,92.17,1,1998,2,2,1,1630.26
3016,14.7,0,0.026,5,140.6,3,2009,1,1,3,3784.84
4560,12.39,0,0.188,13,140.38,3,2009,1,1,3,3258.03
30,15.67,0,0.036,7,180.71,0,1987,0,1,2,4823.69
1654,13.87,0,0.043,4,130.68,3,2009,1,1,3,3392.96
5257,9.5,0,0.191,10,83.78,1,1998,2,2,1,1447.55
6788,14.15,0,0.065,6,216.16,2,1999,1,0,0,5205.29
3924,15.74,0,0.019,13,208.82,2,1999,1,0,0,5414.51
1896,13.18,3,0.047,0,164.47,3,2009,1,1,3,4684.25
6863,15.19,0,0.191,6,154.18,0,1987,0,1,2,4172.46
93,12.94,0,0.028,7,174.83,0,1987,0,1,2,4086.83
2714,10.32,2,0.063,0,101.95,1,1998,2,2,1,2002.69
3848,13.39,0,0.117,4,151.09,3,2009,1,1,3,2135.61
5159,15.93,2,0.073,3,117.25,3,2009,1,1,3,3585.49
7916,14.36,1,0.013,9,110.36,3,2009,1,1,3,3088.24
3312,12.11,0,0.051,0,110.75,3,2009,1,1,3,2587.29
6609,16.2,0,0.017,13,218.74,2,1999,1,0,0,5722.13
8223,14.31,1,0.078,9,131.83,3,2009,1,1,3,3517.89
1434,12.7,0,0.076,3,128.19,3,2009,1,1,3,3077.88
2777,16.18,0,0.093,1,202.49,2,1999,1,0,0,5384.8
5912,9.37,2,0.014,0,102.9,1,1998,2,2,1,1809.27
4881,8.53,2,0.079,10,183.03,3,2009,1,1,3,3257.26
7285,14.67,1,0.041,9,184.14,0,1987,0,1,2,4669.2
5408,12.69,2,0.184,5,146.86,3,2009,1,1,3,3458.09
5057,11.3,0,0.029,6,130.27,3,2009,1,1,3,2803.51
2710,12.74,0,0.053,6,199.62,1,1998,2,2,1,1940.96
881,11.56,0,0.024,6,93.65,1,1998,2,2,1,2114.3
5384,15.91,2,0.09,5,163.64,0,1987,0,1,2,4529.96
73,14.52,0,0.054,14,184.39,0,1987,0,1,2,4638.79
5323,9.56,0,0.174,6,146.97,3,2009,1,1,3,2753.05
7212,14.09,2,0.042,6,176.25,0,1987,0,1,2,4592.97
5625,14.36,2,0.085,1,150.85,3,2009,1,1,3,3916.43
2598,11.42,0,0.041,5,147.65,3,2009,1,1,3,3582.92
644,13.12,0,0.088,14,144.82,3,2009,1,1,3,3514.03
5957,10.6,0,0.147,4,146.23,3,2009,1,1,3,2973.2
5567,17.01,0,0.026,3,175.36,2,1999,1,0,0,5016.54
4478,11.72,0,0.024,6,150.15,3,2009,1,1,3,3306.3
7141,8.06,0,0.07,3,83.66,1,1998,2,2,1,1117.81
8509,11.42,1,0.14,9,137.81,3,2009,1,1,3,2986.22
5099,13.54,3,0.031,5,190.24,0,1987,0,1,2,4538.83
1208,12.1,3,0.009,6,125.98,3,2009,1,1,3,2897.77
43,12.58,0,0.12,14,141.38,3,2009,1,1,3,3320.87
